transaction_id,town,state,datestamp,bread_size,bread_price_NGN
4250,Buni Yadi,Yobe,2025-09-13,Medium,1200
4251,Bori,Rivers,2024-06-09,Small,500
4252,Akure,Ondo,2025-12-12,Extra Large,3500
4253,Efon,Ekiti,2025-04-10,Extra Large,3500
4254,Ohafia,Abia,2025-07-31,Extra Large,3500
4255,Kagoro,Kaduna,2025-03-21,Medium,1200
4256,Ankpa,Kogi,2024-12-27,Extra Large,3500
4257,Wamako,Sokoto,2025-01-15,Large,2200
4258,Birnin Kudu,Jigawa,2025-06-10,Medium,1200
4259,Idah,Kogi,2026-03-09,Large,2200
4260,Osogbo,Osun,2024-11-01,Medium,1200
4261,Port Harcourt,Rivers,2024-05-11,Large,2200
4262,Gwadabawa,Sokoto,2024-07-24,Extra Large,3500
4263,Afikpo,Ebonyi,2026-01-21,Small,500
4264,Owo,Ondo,2026-04-01,Small,500
4265,Ilesa,Osun,2024-09-19,Medium,1200
4266,Ado-Ekiti,Ekiti,2025-06-21,Medium,1200
4267,Agbani,Enugu,2025-08-14,Large,2200
4268,Kamba,Kebbi,2024-09-01,Extra Large,3500
4269,Gboko,Benue,2025-11-18,Medium,1200
4270,Sapele,Delta,2025-01-11,Medium,1200
4271,Igbara-Odo,Ekiti,2025-09-01,Medium,1200
4272,Ishieke,Ebonyi,2025-04-18,Medium,1200
4273,Kamba,Kebbi,2025-10-17,Extra Large,3500
4274,Sagamu,Ogun,2026-02-06,Medium,1200
4275,Kazaure,Jigawa,2025-01-30,Large,2200
4276,Ikeja,Lagos,2024-11-22,Large,2200
4277,Idah,Kogi,2025-08-01,Large,2200
4278,Ilesa,Osun,2024-08-10,Extra Large,3500
4279,Kontagora,Niger,2024-08-27,Small,500
4280,Minna,Niger,2025-12-08,Extra Large,3500
4281,Offa,Kwara,2024-12-29,Extra Large,3500
4282,Kaduna,Kaduna,2025-08-01,Medium,1200
4283,Agbani,Enugu,2025-06-18,Large,2200
4284,Lagos,Lagos,2026-01-07,Large,2200
4285,Ikare,Ondo,2024-06-18,Large,2200
4286,Tsafe,Zamfara,2024-08-23,Medium,1200
4287,Udi,Enugu,2024-10-10,Extra Large,3500
4288,Kaduna,Kaduna,2024-12-14,Small,500
4289,Orlu,Imo,2024-11-25,Large,2200
4290,Shendam,Plateau,2024-11-08,Extra Large,3500
4291,Oron,Akwa Ibom,2025-08-11,Extra Large,3500
4292,Okigwe,Imo,2024-11-11,Extra Large,3500
4293,Awka,Anambra,2025-03-18,Small,500
4294,Idah,Kogi,2026-01-17,Large,2200
4295,Ilesa,Osun,2025-01-17,Small,500
4296,Barkin Ladi,Plateau,2025-06-30,Small,500
4297,Zuru,Kebbi,2026-04-02,Medium,1200
4298,Agbor,Delta,2025-02-23,Large,2200
4299,Efon,Ekiti,2024-09-08,Small,500
4300,Ile-Ife,Osun,2024-05-13,Large,2200
4301,Gashua,Yobe,2025-10-11,Large,2200
4302,Mubi,Adamawa,2025-08-23,Small,500
4303,Yauri,Kebbi,2026-03-15,Extra Large,3500
4304,Nsukka,Enugu,2025-09-21,Large,2200
4305,Ogbomoso,Oyo,2024-06-24,Extra Large,3500
4306,Badagry,Lagos,2024-08-27,Medium,1200
4307,Gumel,Jigawa,2024-07-11,Small,500
4308,Calabar,Cross River,2024-06-12,Extra Large,3500
4309,Ikare,Ondo,2026-01-29,Extra Large,3500
4310,Ogidi,Anambra,2025-06-01,Small,500
4311,Wamako,Sokoto,2024-05-16,Small,500
4312,Akure,Ondo,2025-02-11,Large,2200
4313,Nguru,Yobe,2025-11-07,Large,2200
4314,Lokoja,Kogi,2024-06-26,Small,500
4315,Nembe,Bayelsa,2024-11-04,Small,500
4316,Potiskum,Yobe,2024-08-18,Small,500
4317,Saki,Oyo,2025-08-18,Medium,1200
4318,Dass,Bauchi,2026-02-03,Large,2200
4319,Iseyin,Oyo,2024-12-09,Medium,1200
4320,Lokoja,Kogi,2024-10-24,Medium,1200
4321,Kabba,Kogi,2024-11-20,Extra Large,3500
4322,Girei,Adamawa,2025-07-28,Large,2200
4323,Isuikwuato,Abia,2024-07-31,Extra Large,3500
4324,Yola,Adamawa,2025-12-30,Medium,1200
4325,Zuru,Kebbi,2024-05-17,Medium,1200
4326,Hadejia,Jigawa,2025-08-25,Large,2200
4327,Nguru,Yobe,2026-01-15,Medium,1200
4328,Jebba,Kwara,2024-12-20,Medium,1200
4329,Ikere-Ekiti,Ekiti,2025-04-10,Medium,1200
4330,Daura,Katsina,2026-04-09,Small,500
4331,Futungo,Adamawa,2025-05-27,Small,500
4332,Akamkpa,Cross River,2024-11-12,Large,2200
4333,Misau,Bauchi,2025-03-18,Large,2200
4334,Biu,Gombe,2026-04-05,Medium,1200
4335,Daura,Katsina,2025-09-18,Extra Large,3500
4336,Zaria,Kaduna,2024-09-03,Medium,1200
4337,Ilorin,Kwara,2025-07-07,Medium,1200
4338,Osogbo,Osun,2025-08-01,Extra Large,3500
4339,Girei,Adamawa,2025-08-04,Medium,1200
4340,Lafia,Nasarawa,2025-06-13,Extra Large,3500
4341,Ede,Osun,2025-05-14,Medium,1200
4342,Oji River,Enugu,2025-08-07,Small,500
4343,Brass,Bayelsa,2024-12-09,Small,500
4344,Afikpo,Ebonyi,2025-01-05,Small,500
4345,Eleme,Rivers,2025-05-26,Large,2200
4346,Zuru,Kebbi,2025-12-06,Medium,1200
4347,Enugu,Enugu,2025-03-15,Large,2200
4348,Pankshin,Plateau,2025-01-19,Small,500
4349,Ibadan,Oyo,2024-11-02,Small,500
4350,Nassarawa,Nasarawa,2024-12-04,Extra Large,3500
4351,Gboko,Benue,2024-04-27,Large,2200
4352,Katsina,Katsina,2025-12-14,Extra Large,3500
4353,Daura,Katsina,2026-01-06,Small,500
4354,Nassarawa,Nasarawa,2025-01-03,Small,500
4355,Kafanchan,Kaduna,2025-04-04,Small,500
4356,Warri,Delta,2024-05-03,Medium,1200
4357,Umuahia,Abia,2026-03-02,Medium,1200
4358,Obudu,Cross River,2026-03-20,Small,500
4359,Ogidi,Anambra,2025-04-10,Medium,1200
4360,Bichi,Kano,2024-05-03,Extra Large,3500
4361,Ohaozara,Ebonyi,2025-03-07,Medium,1200
4362,Irrua,Edo,2024-11-27,Medium,1200
4363,Ekpoma,Edo,2024-10-13,Small,500
4364,Abakaliki,Ebonyi,2024-05-02,Extra Large,3500
4365,Agbani,Enugu,2025-01-25,Extra Large,3500
4366,Badagry,Lagos,2025-02-21,Large,2200
4367,Yola,Adamawa,2025-06-10,Large,2200
4368,Girei,Adamawa,2025-02-09,Small,500
4369,Ughelli,Delta,2024-08-24,Small,500
4370,Nguru,Yobe,2025-10-17,Medium,1200
4371,Abakaliki,Ebonyi,2025-02-05,Small,500
4372,Offa,Kwara,2025-01-28,Small,500
4373,Abeokuta,Ogun,2024-11-05,Small,500
4374,Langtang,Plateau,2025-03-01,Extra Large,3500
4375,Nguru,Yobe,2024-10-19,Medium,1200
4376,Ohafia,Abia,2025-11-06,Extra Large,3500
4377,Pankshin,Plateau,2026-02-21,Medium,1200
4378,Kamba,Kebbi,2025-12-08,Large,2200
4379,Katsina-Ala,Benue,2025-09-09,Extra Large,3500
4380,Ikere-Ekiti,Ekiti,2024-11-21,Medium,1200
4381,Tambuwal,Sokoto,2025-10-22,Medium,1200
4382,Gombe,Gombe,2025-12-09,Small,500
4383,Bida,Niger,2025-02-22,Small,500
4384,Orlu,Imo,2026-01-10,Large,2200
4385,Ekpoma,Edo,2024-09-07,Large,2200
4386,Saki,Oyo,2024-11-24,Large,2200
4387,Ogoja,Cross River,2025-08-05,Extra Large,3500
4388,Ikeja,Lagos,2025-07-22,Small,500
4389,Lafia,Nasarawa,2024-11-11,Medium,1200
4390,Benin City,Edo,2025-07-26,Medium,1200
4391,Eket,Akwa Ibom,2024-09-11,Medium,1200
4392,Bida,Niger,2024-05-11,Small,500
4393,Langtang,Plateau,2024-06-02,Large,2200
4394,Efon,Ekiti,2025-05-23,Extra Large,3500
4395,Ile-Ife,Osun,2024-09-09,Extra Large,3500
4396,Birnin Kudu,Jigawa,2024-07-10,Extra Large,3500
4397,Monguno,Borno,2024-11-09,Large,2200
4398,Okene,Kogi,2025-10-01,Large,2200
4399,Kabba,Kogi,2025-10-10,Extra Large,3500
4400,Gboko,Benue,2024-10-14,Large,2200
4401,Misau,Bauchi,2024-08-15,Extra Large,3500
4402,Futungo,Adamawa,2025-04-22,Medium,1200
4403,Otukpo,Benue,2025-01-01,Extra Large,3500
4404,Maiduguri,Borno,2024-12-10,Large,2200
4405,Ogoja,Cross River,2025-12-02,Large,2200
4406,Ede,Osun,2026-04-26,Small,500
4407,Tambuwal,Sokoto,2025-03-31,Extra Large,3500
4408,Tambuwal,Sokoto,2025-11-26,Medium,1200
4409,Gombe,Gombe,2024-12-24,Medium,1200
4410,Jebba,Kwara,2026-01-03,Medium,1200
4411,Gembu,Taraba,2026-03-23,Small,500
4412,Gashua,Yobe,2024-06-06,Medium,1200
4413,Wukari,Taraba,2025-11-15,Large,2200
4414,Abakaliki,Ebonyi,2024-06-18,Medium,1200
4415,Biu,Gombe,2025-04-05,Extra Large,3500
4416,Omuo-Ekiti,Ekiti,2024-09-14,Small,500
4417,Bida,Niger,2026-01-02,Extra Large,3500
4418,Mutum Biyu,Taraba,2025-12-15,Extra Large,3500
4419,Oyo Town,Oyo,2025-12-23,Medium,1200
4420,Katsina,Katsina,2024-07-25,Small,500
4421,Birnin Kudu,Jigawa,2025-11-09,Large,2200
4422,Udi,Enugu,2024-10-25,Small,500
4423,Ekwulobia,Anambra,2025-11-11,Medium,1200
4424,Ughelli,Delta,2025-03-16,Medium,1200
4425,Mbaise,Imo,2025-10-18,Medium,1200
4426,Ilaro,Ogun,2024-05-21,Medium,1200
4427,Okigwe,Imo,2025-03-29,Small,500
4428,Kaltungo,Gombe,2025-11-11,Medium,1200
4429,Minna,Niger,2025-05-12,Medium,1200
4430,Oji River,Enugu,2026-04-14,Medium,1200
4431,Kafanchan,Kaduna,2025-04-07,Small,500
4432,Dikwa,Borno,2025-09-07,Large,2200
4433,Jalingo,Taraba,2024-12-11,Extra Large,3500
4434,Deba,Gombe,2024-12-19,Large,2200
4435,Dikwa,Borno,2025-07-30,Extra Large,3500
4436,Asaba,Delta,2024-05-27,Large,2200
4437,Kaduna,Kaduna,2026-03-13,Extra Large,3500
4438,Dutse,Jigawa,2025-05-12,Extra Large,3500
4439,Idanre,Ondo,2024-10-29,Medium,1200
4440,Bori,Rivers,2025-08-06,Medium,1200
4441,Jalingo,Taraba,2024-09-19,Small,500
4442,Ikeja,Lagos,2026-02-04,Extra Large,3500
4443,Ikare,Ondo,2026-01-18,Small,500
4444,Gboko,Benue,2024-10-03,Large,2200
4445,Birnin Kudu,Jigawa,2024-07-18,Large,2200
4446,Sagamu,Ogun,2025-08-02,Large,2200
4447,Yenagoa,Bayelsa,2024-12-20,Small,500
4448,Omoku,Rivers,2024-08-27,Extra Large,3500
4449,Dukku,Gombe,2024-11-14,Extra Large,3500
4450,Kaduna,Kaduna,2024-07-23,Extra Large,3500
4451,Tsafe,Zamfara,2025-11-24,Extra Large,3500
4452,Mutum Biyu,Taraba,2024-05-03,Small,500
4453,Vandeikya,Benue,2024-05-27,Small,500
4454,Makurdi,Benue,2025-11-20,Medium,1200
4455,Ikorodu,Lagos,2025-04-09,Extra Large,3500
4456,Minna,Niger,2025-07-06,Large,2200
4457,Ede,Osun,2025-01-23,Small,500
4458,Kontagora,Niger,2024-07-01,Small,500
4459,Udi,Enugu,2024-08-20,Medium,1200
4460,Numan,Adamawa,2024-07-02,Small,500
4461,Danbatta,Kano,2025-07-23,Small,500
4462,Oyo Town,Oyo,2026-03-08,Large,2200
4463,Omu-Aran,Kwara,2026-04-25,Medium,1200
4464,Kagoro,Kaduna,2025-07-27,Small,500
4465,Zuru,Kebbi,2024-06-09,Large,2200
4466,Afikpo,Ebonyi,2025-08-11,Large,2200
4467,Bida,Niger,2025-09-21,Medium,1200
4468,Port Harcourt,Rivers,2025-11-26,Large,2200
4469,Jebba,Kwara,2024-07-27,Medium,1200
4470,Yauri,Kebbi,2024-10-14,Small,500
4471,Oporoma,Bayelsa,2026-04-14,Large,2200
4472,Omoku,Rivers,2025-11-24,Extra Large,3500
4473,Omuo-Ekiti,Ekiti,2025-11-01,Extra Large,3500
4474,Omu-Aran,Kwara,2025-12-06,Extra Large,3500
4475,Ikeja,Lagos,2025-03-13,Medium,1200
4476,Birnin Kebbi,Kebbi,2024-09-15,Small,500
4477,Efon,Ekiti,2025-09-12,Large,2200
4478,Illela,Sokoto,2025-01-13,Large,2200
4479,Tsafe,Zamfara,2024-08-03,Medium,1200
4480,Rijau,Niger,2026-02-12,Small,500
4481,Ado-Ekiti,Ekiti,2025-04-16,Small,500
4482,Bida,Niger,2025-03-12,Medium,1200
4483,Ankpa,Kogi,2024-11-28,Large,2200
4484,Suleja,Niger,2025-09-18,Extra Large,3500
4485,Gboko,Benue,2024-09-12,Small,500
4486,Argungu,Kebbi,2024-09-10,Extra Large,3500
4487,Eket,Akwa Ibom,2025-01-06,Medium,1200
4488,Kaduna,Kaduna,2025-10-14,Extra Large,3500
4489,Biu,Gombe,2024-11-14,Medium,1200
4490,Deba,Gombe,2025-12-25,Medium,1200
4491,Asaba,Delta,2026-02-24,Large,2200
4492,Owerri,Imo,2025-06-06,Extra Large,3500
4493,Ede,Osun,2024-06-16,Medium,1200
4494,Ijebu-Ode,Ogun,2024-08-18,Extra Large,3500
4495,Akwanga,Nasarawa,2024-11-29,Large,2200
4496,Kazaure,Jigawa,2024-11-05,Large,2200
4497,Ikeja,Lagos,2025-01-20,Large,2200
4498,Gashua,Yobe,2024-04-27,Small,500
4499,Ogoja,Cross River,2025-08-06,Medium,1200
4500,Buni Yadi,Yobe,2025-01-29,Medium,1200
4501,Vandeikya,Benue,2024-09-09,Extra Large,3500
4502,Gashua,Yobe,2024-05-10,Small,500
4503,Kaltungo,Gombe,2026-01-13,Medium,1200
4504,Oyo Town,Oyo,2025-11-15,Small,500
4505,Saki,Oyo,2024-10-18,Extra Large,3500
4506,Eleme,Rivers,2025-10-06,Extra Large,3500
4507,Azare,Bauchi,2025-08-21,Small,500
4508,Kaura Namoda,Zamfara,2025-05-25,Small,500
4509,Kaiama,Kwara,2025-02-04,Medium,1200
4510,Misau,Bauchi,2025-05-15,Small,500
4511,Saminaka,Kaduna,2025-04-25,Large,2200
4512,Futungo,Adamawa,2025-06-04,Extra Large,3500
4513,Ondo City,Ondo,2025-07-19,Extra Large,3500
4514,Oji River,Enugu,2024-12-18,Large,2200
4515,Gashua,Yobe,2025-08-08,Large,2200
4516,Dukku,Gombe,2024-07-16,Extra Large,3500
4517,Agbor,Delta,2025-05-14,Large,2200
4518,Isuikwuato,Abia,2024-06-14,Small,500
4519,Jebba,Kwara,2025-12-28,Small,500
4520,Jamaare,Bauchi,2024-07-30,Small,500
4521,Mutum Biyu,Taraba,2026-01-25,Medium,1200
4522,Ikere-Ekiti,Ekiti,2024-09-21,Medium,1200
4523,Benin City,Edo,2025-04-16,Extra Large,3500
4524,Monguno,Borno,2024-07-08,Small,500
4525,Katsina-Ala,Benue,2025-06-18,Extra Large,3500
4526,Ilaro,Ogun,2025-12-29,Extra Large,3500
4527,Ogoja,Cross River,2025-08-20,Medium,1200
4528,Gboko,Benue,2025-05-16,Large,2200
4529,Uromi,Edo,2025-09-21,Large,2200
4530,Port Harcourt,Rivers,2024-10-31,Medium,1200
4531,Kazaure,Jigawa,2025-01-19,Medium,1200
4532,Kaltungo,Gombe,2025-07-13,Small,500
4533,Kabba,Kogi,2024-06-17,Small,500
4534,Bali,Taraba,2026-03-07,Small,500
4535,Ogidi,Anambra,2024-09-26,Small,500
4536,Lagos,Lagos,2025-04-21,Medium,1200
4537,Isuikwuato,Abia,2026-02-06,Small,500
4538,Ohafia,Abia,2024-06-24,Extra Large,3500
4539,Katsina,Katsina,2025-12-03,Large,2200
4540,Azare,Bauchi,2024-06-10,Medium,1200
4541,Omoku,Rivers,2025-06-08,Medium,1200
4542,Ilorin,Kwara,2026-03-13,Medium,1200
4543,Ikorodu,Lagos,2025-02-25,Medium,1200
4544,Ile-Ife,Osun,2025-01-21,Medium,1200
4545,Osogbo,Osun,2025-09-26,Small,500
4546,Damaturu,Yobe,2025-12-20,Large,2200
4547,Kano,Kano,2024-11-07,Large,2200
4548,Irrua,Edo,2024-05-26,Medium,1200
4549,Katsina-Ala,Benue,2024-06-17,Medium,1200
4550,Agbor,Delta,2024-12-05,Large,2200
4551,Saki,Oyo,2026-03-18,Extra Large,3500
4552,Osogbo,Osun,2026-03-30,Small,500
4553,Okene,Kogi,2024-07-06,Large,2200
4554,Warri,Delta,2025-10-09,Extra Large,3500
4555,Igbara-Odo,Ekiti,2025-05-20,Small,500
4556,Ilorin,Kwara,2024-09-12,Extra Large,3500
4557,Vandeikya,Benue,2025-05-16,Small,500
4558,Kamba,Kebbi,2024-10-25,Extra Large,3500
4559,Potiskum,Yobe,2025-07-28,Large,2200
4560,Argungu,Kebbi,2024-09-04,Extra Large,3500
4561,Omuo-Ekiti,Ekiti,2025-10-26,Extra Large,3500
4562,Kontagora,Niger,2025-02-24,Extra Large,3500
4563,Oporoma,Bayelsa,2024-07-13,Small,500
4564,Port Harcourt,Rivers,2025-08-06,Large,2200
4565,Kaura Namoda,Zamfara,2025-01-13,Extra Large,3500
4566,Malumfashi,Katsina,2025-03-28,Large,2200
4567,Ogidi,Anambra,2025-08-26,Small,500
4568,Ado-Ekiti,Ekiti,2026-02-01,Large,2200
4569,Potiskum,Yobe,2024-08-26,Large,2200
4570,Ogidi,Anambra,2024-09-05,Small,500
4571,Nnewi,Anambra,2025-02-14,Extra Large,3500
4572,Omuo-Ekiti,Ekiti,2024-12-29,Small,500
4573,Idanre,Ondo,2024-08-20,Medium,1200
4574,Wamako,Sokoto,2026-04-26,Small,500
4575,Enugu,Enugu,2025-03-16,Extra Large,3500
4576,Auchi,Edo,2025-01-09,Large,2200
4577,Azare,Bauchi,2024-12-13,Extra Large,3500
4578,Udi,Enugu,2026-04-21,Small,500
4579,Oron,Akwa Ibom,2024-12-20,Medium,1200
4580,Monguno,Borno,2025-01-23,Small,500
4581,Okigwe,Imo,2025-11-06,Medium,1200
4582,Keffi,Nasarawa,2025-03-07,Large,2200
4583,Minna,Niger,2025-10-09,Medium,1200
4584,Agbor,Delta,2025-07-15,Medium,1200
4585,Kazaure,Jigawa,2025-06-12,Large,2200
4586,Agbani,Enugu,2024-09-30,Extra Large,3500
4587,Arochukwu,Abia,2025-11-07,Extra Large,3500
4588,Akwanga,Nasarawa,2026-03-05,Medium,1200
4589,Bori,Rivers,2024-10-29,Small,500
4590,Minna,Niger,2026-03-30,Extra Large,3500
4591,Ikom,Cross River,2025-03-20,Small,500
4592,Maiduguri,Borno,2025-02-11,Medium,1200
4593,Port Harcourt,Rivers,2025-10-09,Medium,1200
4594,Gashua,Yobe,2026-04-15,Medium,1200
4595,Kazaure,Jigawa,2025-07-06,Large,2200
4596,Gashua,Yobe,2025-05-10,Large,2200
4597,Dutse,Jigawa,2026-04-23,Small,500
4598,Suleja,Niger,2024-12-03,Small,500
4599,Kaura Namoda,Zamfara,2024-12-02,Medium,1200
4600,Akamkpa,Cross River,2024-10-06,Small,500
4601,Langtang,Plateau,2026-01-12,Small,500
4602,Biu,Borno,2024-05-12,Small,500
4603,Keffi,Nasarawa,2025-12-18,Small,500
4604,Azare,Bauchi,2025-09-13,Extra Large,3500
4605,Epe,Lagos,2024-11-14,Medium,1200
4606,Ejigbo,Osun,2025-06-05,Small,500
4607,Tambuwal,Sokoto,2025-06-07,Medium,1200
4608,Birnin Kebbi,Kebbi,2026-03-04,Small,500
4609,Sapele,Delta,2024-08-18,Large,2200
4610,Ekpoma,Edo,2024-05-24,Extra Large,3500
4611,Ado-Ekiti,Ekiti,2025-01-11,Extra Large,3500
4612,Keffi,Nasarawa,2024-08-06,Large,2200
4613,Sokoto,Sokoto,2025-01-20,Medium,1200
4614,Auchi,Edo,2025-06-26,Large,2200
4615,Osogbo,Osun,2024-10-14,Extra Large,3500
4616,Azare,Bauchi,2025-12-10,Large,2200
4617,Talata Mafara,Zamfara,2024-07-03,Medium,1200
4618,Anka,Zamfara,2025-02-13,Small,500
4619,Maiduguri,Borno,2026-02-26,Extra Large,3500
4620,Gembu,Taraba,2025-10-15,Small,500
4621,Onueke,Ebonyi,2025-10-07,Large,2200
4622,Eket,Akwa Ibom,2025-11-27,Small,500
4623,Gombe,Gombe,2024-08-31,Extra Large,3500
4624,Isuikwuato,Abia,2025-12-21,Small,500
4625,Wamba,Nasarawa,2025-09-13,Small,500
4626,Gombe,Gombe,2025-06-22,Small,500
4627,Girei,Adamawa,2026-02-19,Extra Large,3500
4628,Rano,Kano,2025-07-06,Extra Large,3500
4629,Ile-Ife,Osun,2024-12-02,Extra Large,3500
4630,Gumel,Jigawa,2025-10-13,Extra Large,3500
4631,Barkin Ladi,Plateau,2025-06-22,Extra Large,3500
4632,Gashua,Yobe,2024-06-23,Medium,1200
4633,Sapele,Delta,2024-06-06,Medium,1200
4634,Akwanga,Nasarawa,2025-11-11,Medium,1200
4635,Lagos,Lagos,2025-01-06,Extra Large,3500
4636,Daura,Katsina,2025-12-15,Small,500
4637,Iseyin,Oyo,2025-02-25,Medium,1200
4638,Suleja,Niger,2026-01-21,Large,2200
4639,Oji River,Enugu,2026-01-22,Extra Large,3500
4640,Ilaro,Ogun,2024-10-09,Extra Large,3500
4641,Ede,Osun,2025-08-17,Extra Large,3500
4642,Badagry,Lagos,2025-07-11,Large,2200
4643,Suleja,Niger,2024-05-05,Medium,1200
4644,Orlu,Imo,2025-11-16,Medium,1200
4645,Efon,Ekiti,2025-01-31,Large,2200
4646,Saki,Oyo,2024-12-05,Extra Large,3500
4647,Badagry,Lagos,2024-05-27,Medium,1200
4648,Suleja,Niger,2025-05-26,Extra Large,3500
4649,Vandeikya,Benue,2024-08-14,Extra Large,3500
4650,Dutsin-Ma,Katsina,2025-04-29,Extra Large,3500
4651,Onitsha,Anambra,2024-10-05,Medium,1200
4652,Ankpa,Kogi,2024-06-02,Medium,1200
4653,Wamba,Nasarawa,2025-10-13,Extra Large,3500
4654,Uromi,Edo,2025-02-08,Small,500
4655,Oji River,Enugu,2025-03-18,Medium,1200
4656,Saminaka,Kaduna,2025-07-06,Medium,1200
4657,Rijau,Niger,2025-04-30,Medium,1200
4658,Ughelli,Delta,2024-10-06,Large,2200
4659,Ogbomoso,Oyo,2024-11-24,Medium,1200
4660,Bori,Rivers,2025-02-09,Small,500
4661,Makurdi,Benue,2024-08-01,Small,500
4662,Yola,Adamawa,2024-06-26,Small,500
4663,Lokoja,Kogi,2025-06-18,Large,2200
4664,Offa,Kwara,2024-06-02,Medium,1200
4665,Agbani,Enugu,2025-02-12,Small,500
4666,Ikorodu,Lagos,2024-06-28,Large,2200
4667,Ede,Osun,2025-04-28,Large,2200
4668,Ekpoma,Edo,2025-11-13,Large,2200
4669,Vandeikya,Benue,2024-07-31,Medium,1200
4670,Warri,Delta,2024-08-03,Extra Large,3500
4671,Dikwa,Borno,2025-06-09,Extra Large,3500
4672,Ishieke,Ebonyi,2025-04-18,Extra Large,3500
4673,Zaria,Kaduna,2025-08-16,Small,500
4674,Ughelli,Delta,2024-09-17,Small,500
4675,Eket,Akwa Ibom,2025-07-21,Extra Large,3500
4676,Langtang,Plateau,2025-10-16,Extra Large,3500
4677,Abakaliki,Ebonyi,2024-10-24,Large,2200
4678,Ejigbo,Osun,2024-06-18,Medium,1200
4679,Osogbo,Osun,2025-11-15,Extra Large,3500
4680,Omu-Aran,Kwara,2024-12-19,Small,500
4681,Lagos,Lagos,2026-03-03,Medium,1200
4682,Akamkpa,Cross River,2024-07-01,Large,2200
4683,Suleja,Niger,2025-08-31,Small,500
4684,Omuo-Ekiti,Ekiti,2025-03-02,Large,2200
4685,Sagbama,Bayelsa,2025-01-06,Extra Large,3500
4686,Futungo,Adamawa,2024-12-17,Extra Large,3500
4687,Onueke,Ebonyi,2025-07-05,Large,2200
4688,Efon,Ekiti,2024-05-14,Large,2200
4689,Jalingo,Taraba,2024-12-05,Extra Large,3500
4690,Argungu,Kebbi,2026-04-18,Small,500
4691,Okigwe,Imo,2025-07-21,Large,2200
4692,Ede,Osun,2026-04-20,Large,2200
4693,Ikot Ekpene,Akwa Ibom,2025-03-16,Extra Large,3500
4694,Sagbama,Bayelsa,2024-08-11,Small,500
4695,Akamkpa,Cross River,2024-05-29,Small,500
4696,Numan,Adamawa,2025-12-16,Extra Large,3500
4697,Igbara-Odo,Ekiti,2024-09-19,Extra Large,3500
4698,Lafia,Nasarawa,2025-01-25,Large,2200
4699,Akwanga,Nasarawa,2025-11-01,Large,2200
4700,Gwadabawa,Sokoto,2026-01-10,Extra Large,3500
4701,Okene,Kogi,2024-07-18,Large,2200
4702,Birnin Kudu,Jigawa,2024-06-05,Medium,1200
4703,Bori,Rivers,2026-03-21,Large,2200
4704,Oporoma,Bayelsa,2026-03-05,Small,500
4705,Kamba,Kebbi,2026-01-22,Small,500
4706,Mubi,Adamawa,2025-12-17,Small,500
4707,Owerri,Imo,2024-05-07,Medium,1200
4708,Lagos,Lagos,2025-09-16,Medium,1200
4709,Owerri,Imo,2024-07-17,Small,500
4710,Aba,Abia,2025-03-21,Large,2200
4711,Azare,Bauchi,2024-05-13,Extra Large,3500
4712,Lokoja,Kogi,2024-09-26,Small,500
4713,Onitsha,Anambra,2025-05-25,Medium,1200
4714,Brass,Bayelsa,2024-09-22,Small,500
4715,Yenagoa,Bayelsa,2025-05-14,Extra Large,3500
4716,Biu,Gombe,2024-11-02,Small,500
4717,Oporoma,Bayelsa,2025-04-15,Large,2200
4718,Wukari,Taraba,2025-10-12,Extra Large,3500
4719,Igbara-Odo,Ekiti,2024-08-08,Medium,1200
4720,Pankshin,Plateau,2025-09-19,Small,500
4721,Ile-Ife,Osun,2024-05-10,Small,500
4722,Brass,Bayelsa,2025-06-27,Medium,1200
4723,Hadejia,Jigawa,2025-08-25,Medium,1200
4724,Maiduguri,Borno,2024-05-28,Medium,1200
4725,Ekpoma,Edo,2024-08-29,Medium,1200
4726,Ohaozara,Ebonyi,2024-11-20,Large,2200
4727,Ota,Ogun,2025-11-24,Large,2200
4728,Oji River,Enugu,2025-07-22,Large,2200
4729,Offa,Kwara,2024-06-04,Small,500
4730,Gumel,Jigawa,2025-08-18,Medium,1200
4731,Bauchi,Bauchi,2024-05-03,Small,500
4732,Bori,Rivers,2025-02-05,Small,500
4733,Akure,Ondo,2024-11-11,Extra Large,3500
4734,Aba,Abia,2026-01-09,Large,2200
4735,Ikorodu,Lagos,2025-08-22,Small,500
4736,Gumel,Jigawa,2026-01-18,Extra Large,3500
4737,Kaiama,Kwara,2024-05-10,Large,2200
4738,Bori,Rivers,2026-01-21,Extra Large,3500
4739,Kamba,Kebbi,2025-08-14,Medium,1200
4740,Dukku,Gombe,2024-10-12,Medium,1200
4741,Ikot Ekpene,Akwa Ibom,2025-01-30,Extra Large,3500
4742,Iseyin,Oyo,2026-04-10,Large,2200
4743,Kontagora,Niger,2024-07-08,Extra Large,3500
4744,Ile-Ife,Osun,2024-12-13,Medium,1200
4745,Nassarawa,Nasarawa,2026-01-20,Small,500
4746,Ogoja,Cross River,2025-05-20,Extra Large,3500
4747,Ughelli,Delta,2024-09-10,Large,2200
4748,Arochukwu,Abia,2025-04-27,Medium,1200
4749,Agbor,Delta,2025-03-27,Medium,1200
4750,Enugu,Enugu,2026-03-05,Small,500
4751,Kontagora,Niger,2024-05-12,Medium,1200
4752,Kafanchan,Kaduna,2024-10-24,Medium,1200
4753,Girei,Adamawa,2025-05-19,Extra Large,3500
